"","STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM"
"556695",48,"4/25/2004 0:00:00","06:25:00 PM","CST",381,"RANDALL","TX","TSTM WIND",6,"N","CANYON","4/25/2004 0:00:00","06:25:00 PM",0,NA,6,"N","CANYON",0,0,NA,52,0,0,8,"K",0,"","AMA","TEXAS, North Panhandle","",3504,10155,3504,10155,"A metal shed was reportedly blown over due to the strong winds.
Severe thunderstorms developed over the eastern Texas panhandle during the mid to late afternoon hours and then developed over the central and western Texas panhandle during the early evening hours. The storms produced large hail and damaging winds with one person sustaining injuries as the eighteen wheeler he was in was blown over on Interstate 40.",556684
"866385",20,"5/21/2011 0:00:00","07:08:00 PM","CST",87,"JEFFERSON","KS","HAIL",4,"S","WINCHESTER","5/21/2011 0:00:00","07:13:00 PM",0,NA,0,"","",0,0,NA,3,0,0,0,"K",0,"K","TOP","KANSAS, East","                                                                                                                                                                                                        ",3915,9515,0,0,"EPISODE NARRATIVE: Supercell thunderstorms developed in advance of a cold front and dryline during the late afternoon of Saturday May 21st.  Several of the supercell thunderstorms produced tornadoes including at least 2 brief touchdowns in Topeka.  The strongest tornado was rated an EF3 and hit the town of Reading Kansas.  In all there were 8 tornadoes across Northeast Kansas that evening.  There was one fatality which occurred in the town of Reading where a man was killed when his mobile home was destroyed. There were 5 injuries that required treatment in Reading.  The supercells also produced huge hailstones with some reported to be the size of softballs and numerous reports of baseball size hail in and around Topeka.EVENT NARRATIVE: ",866345
"513900",42,"11/19/2003 0:00:00","10:20:00 PM","EST",71,"PAZ071","PA","FLOOD",0,"","","11/20/2003 0:00:00","03:36:00 AM",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","PHI","PENNSYLVANIA, East","PHILADELPHIA - PHILADELPHIA",0,0,0,0,"Heavy rain that fell during the second half of the afternoon and through the evening of the 19th caused poor drainage and eventual creek flooding in Philadelphia. Storm totals averaged around 1.50 inches across the city. The Pennypack Creek at the Lower Rhawn Street Bridge was above its 7 foot flood stage from 1020 p.m. EST on the 19th through 200 a.m. EST on the 20th. It crested at 8.06 feet at 1230 a.m. EST on the 20th. Flood stage is 7 feet. The Wissahickon Creek at its mouth was above its 5 foot flood stage from 104 a.m. through 336 a.m. EST on the 20th. It crested at 5.22 feet at 230 a.m. EST. Storm totals included 1.99 inches at the Northeast Philadelphia Airport, 1.47 inches at the Franklin Institute, 1.42 inches at the Fairmont Dam and 1.10 inches at the Philadelphia International Airport. The heavy rain was caused by the combination of a slow moving cold front that moved through the region during the afternoon of the 19th and the deep southerly flow preceding it that brought in moisture from the Gulf of Mexico.",513850
"724659",36,"7/5/2008 0:00:00","00:10:00 AM","EST",119,"WESTCHESTER","NY","FLASH FLOOD",1,"S","MT KISCO","7/5/2008 0:00:00","02:00:00 AM",0,NA,0,"SSE","THORNWOOD",0,0,NA,0,0,0,0,"K",0,"K","OKX","NEW YORK, Coastal","                                                                                                                                                                                                        ",4110,7345,4107,7346,"EVENT NARRATIVE: Saw Mill River Parkway was closed northbound between exits 27 (Marble Ave.) and 33 (Roaring Brook Rd.) and southbound between exits 32 
(RT-120) and 30 (Grant St.) due to flooding. A mesonet in the town of Chappaqua and an NWS co-op observer in Yorktown Heights recorded storm total rainfall amounts of 4.33 inches and 1.85 inches respectively. A few other mesonet sites immediately surrounding Chappaqua recorded between 2 and 3 inches of rain. EPISODE NARRATIVE: Low pressure developed along a stationary front south of Long Island and produced heavy rain across portions of the Lower Hudson Valley.",724659
"547256",36,"8/28/2004 0:00:00","04:12:00 PM","EST",57,"MONTGOMERY","NY","TSTM WIND",0,"","FONDA","8/28/2004 0:00:00","04:12:00 PM",0,NA,0,"","FONDA",0,0,NA,60,0,0,0,"",0,"","ALY","NEW YORK, East","",4257,7424,4257,7424,"Trees down in township.
",547578
"344931",51,"1/27/1998 0:00:00","02:00:00 PM","EST",77,"VAZ077>078 - 084 - 086 - 091 - 094>095 - 098>100","VA","COASTAL FLOODING",0,"","","1/28/1998 0:00:00","10:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,1.5,"M",0,"","AKQ","VIRGINIA, East","NORTHUMBERLAND - NORTHUMBERLAND - LANCASTER - GLOUCESTER - MATHEWS - YORK - NEWPORT NEWS - NORFOLK - VIRGINIA BEACH - ACCOMACK - NORTHAMPTON",0,0,0,0,"A Nor'easter battered eastern Virginia on Tuesday, January 27th and Wednesday, January 28th. The slow movement of the storm combined with the highest astronomical tides of the month resulted in an extended period of gale to storm force onshore winds which drove tides to 6.44 feet above Mean Lower Low Water (MLLW) at Sewells Point in Norfolk. These tide levels resulted in moderate coastal flooding throughout the Hampton Roads area and the Virginia Eastern Shore. Locally moderate coastal flooding was also reported across the middle peninsula and northern neck areas. One house collapsed into the Atlantic Ocean at Sandbridge Beach in Virginia Beach. Another home sustained severe damage. The rainfall combined with the gale and storm force winds resulted in scattered tree limbs downed across much of eastern Virginia. In addition, there were widely scattered power outages.       ",344901
"725618",37,"3/4/2008 0:00:00","23:48:00 PM","EST",163,"SAMPSON","NC","THUNDERSTORM WIND",0,"N","CLINTON","3/4/2008 0:00:00","23:48:00 PM",0,NA,0,"","",0,0,NA,52,0,0,0,"K",0,"K","RAH","NORTH CAROLINA, Central","                                                                                                                                                                                                        ",3500,7819,0,0,"EVENT NARRATIVE: Multiple reports of trees blown down around Clinton and Salemburg. EPISODE NARRATIVE: Central North Carolina endured a one-two punch of severe weather as a well developed upper low and negatively tilted upper trough moved across the region. The first round of severe storms began in the afternoon as discrete storms developed well ahead of an organized squall line. Minor wind damage was reported, along with an isolated tornado. The second round of severe storms came later that evening, as the squall line swept through the state, producing widespread wind damage and another brief tornado touchdown.",725569
"751776",40,"3/23/2009 0:00:00","07:58:00 PM","CST",15,"CADDO","OK","THUNDERSTORM WIND",2,"W","CYRIL","3/23/2009 0:00:00","07:58:00 PM",0,NA,0,"","",0,0,NA,52,0,0,0,"K",0,"K","OUN","OKLAHOMA, Western Central and Southeast","                                                                                                                                                                                                        ",3454,9814,0,0,"EPISODE NARRATIVE: Widespread thunderstorms developed during the late afternoon and evening along a dry line. Many of the storms became severe producing large hail. The dry line retreated westward during the early evening, with the cold front overtaking the boundary from north to south. Thunderstorms continued to develop along the cold front and dry line intersection during the evening hours, with severe thunderstorms continuing well into the overnight hours. Monetary damages were estimated for some of the events, and not available for others.EVENT NARRATIVE: ",751776
"703179",19,"4/1/2008 0:00:00","00:00:00 AM","CST",19,"BUCHANAN","IA","FLOOD",1,"N","INDEPENDENCE","4/30/2008 0:00:00","23:59:00 PM",0,NA,1,"E","INDEPENDENCE",0,0,NA,0,0,0,0,"K",0,"K","DVN","IOWA, East Central and Southeast","                                                                                                                                                                                                        ",4228,9152,4228,9151,"EPISODE NARRATIVE: Major to near record flooding occurred during the month of April 2008.  Flooding continued at some locations from events that began in March, and also continued into May.  This particular flood event for most of the region was the worst since 1997.  Although the Flood of 2001 saw higher crests on the Mississippi River, that flood affected primarily the Mississippi River itself and only a few of its tributaries.  This year's flood event affected the Mississippi River as well as many of its tributaries.

A series of moderate to record high rainfall events continued the flooding at many locations that set flooding in motion at other locations.  The most notable heavy rainfall event occurred from April 24-25 when 5 or more inches of rain fell from north central Iowa into southern Wisconsin.  The Iowa, Cedar, Wapsipinicon and Maquoketa River basins received the heaviest rainfall.  With soil moisture at or above the 95th percentile for that time of year, much of the rainfall became runoff and quickly ran into streams and creeks.  The initial result was flash flooding especially across northeast Iowa. The event then transitioned to a river flood event, with major to near record crests experienced on the Cedar, Wapsipinicon and Maquoketa Rivers.  The Mississippi River also experienced major flooding.  All forecast points on the Mississippi River from Dubuque to Keokuk topped flood stage.

As of April 30th many forecast points continued seeing stages above flood stage.  Affected rivers included the Mississippi, Cedar, Iowa, Wapsipinicon and the Maquoketa.",703128
"227150",40,"4/17/1995 0:00:00","2150","CST",91,"MCINTOSH","OK","HAIL",6,"N","Eufaula","","",0,NA,0,"","",0,0,NA,88,0,0,0,"",0,"","","","",0,0,0,0,",,,,,,,,TSTM Wind (52) 
  ",227136
"33333",17,"5/8/1988 0:00:00","1620","CST",179,"TAZEWELL","IL","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,61,0,0,0,"",0,"","CHI","","",4040,8934,0,0,"",33333
"618386",21,"6/22/2006 0:00:00","10:13:00 PM","EST",199,"PULASKI","KY","HAIL",0,"","SCIENCE HILL","6/22/2006 0:00:00","10:17:00 PM",0,NA,0,"","SCIENCE HILL",0,0,NA,75,0,0,0,"K",0,"K","JKL","KENTUCKY, Eastern","",3711,8437,3711,8437,"",618386
"855468",48,"4/19/2011 0:00:00","04:54:00 PM","CST",277,"LAMAR","TX","HAIL",0,"N","TIGERTOWN","4/19/2011 0:00:00","04:54:00 PM",0,NA,0,"","",0,0,NA,2,0,0,10,"K",0,"K","FWD","TEXAS, North","                                                                                                                                                                                                        ",3343,9548,0,0,"EPISODE NARRATIVE: A shortwave trough moved east over the Southern Plains during the early afternoon hours.  This aided in the development of supercell thunderstorms along a weak cold front oriented along the Interstate 35 corridor in North Texas.  These storms produced a large swath of golfball sized hail over the Dallas/Fort Worth Metroplex and areas to the northeast to the Paris area.  A few of these storms produced baseball sized hail primarily just south of the Metroplex and around Paris.EVENT NARRATIVE: Golfball sized hail fell in Tigertown which is approximately 12 miles west-northwest of Paris.",855449
"760787",20,"5/13/2009 0:00:00","05:16:00 PM","CST",31,"COFFEY","KS","HAIL",4,"N","ALICEVILLE","5/13/2009 0:00:00","05:16:00 PM",0,NA,0,"","",0,0,NA,1,0,0,0,"K",0,"K","TOP","KANSAS, East","                                                                                                                                                                                                        ",3812,9532,0,0,"EPISODE NARRATIVE: Convection fired along a cold front that moved from northwest to southeast across the forecast area between the late afternoon and evening of the 13th. A strong capping inversion hampered convective development till the arrival of the cold front after 4pm CST. Storms became severe shortly thereafter, and produced predominantly large hail. Two brief tornadoes also occurred in Coffey County, but no damage was reported with either event.EVENT NARRATIVE: ",760747
"12417",6,"2/23/1971 0:00:00","1130","CST",73,"SAN DIEGO","CA","TORNADO",0,"","","","",0,NA,0,"","",0,33,0,0,0,0,0,"K",0,"","","","",3236,11700,0,0,"",12417
"482831",55,"7/21/2002 0:00:00","04:39:00 PM","CST",119,"TAYLOR","WI","TSTM WIND",5,"W","MEDFORD","7/21/2002 0:00:00","04:39:00 PM",0,NA,5,"W","MEDFORD",0,0,NA,56,0,0,0,"",0,"","ARX","WISCONSIN, Southwest","",4508,9027,4508,9027,"Winds estimated at 60 to 65 mph knocked down several trees and power lines.",482781
"95574",31,"5/26/1977 0:00:00","1330","CST",41,"CUSTER","NE","TORNADO",0,"","","","",0,NA,0,"","",0.1,20,NA,0,0,0,0.25,"K",0,"","","","",4117,9956,0,0,"",95574
"131165",40,"6/27/1989 0:00:00","0112","CST",71,"KAY","OK","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","OKC","","",3641,9718,0,0,"",131165
"153510",48,"6/18/1969 0:00:00","1800","CST",307,"MCCULLOCH","TX","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,75,0,0,0,"",0,"","","","",3112,9930,0,0,"",153510
"762310",36,"5/18/2009 0:00:00","12:44:00 AM","EST",11,"NYZ011 - 019 - 021 - 085","NY","FROST/FREEZE",0,"","","5/18/2009 0:00:00","05:49:00 AM",0,NA,0,"","",0,0,NA,0,0,0,0,"K",0,"K","BUF","NEW YORK, West","GENESEE - GENESEE - CHAUTAUQUA - ALLEGANY - SOUTHERN ERIE",0,0,0,0,"EPISODE NARRATIVE: Cold high pressure remained over the region. For two consecutive nights, clear skies and light winds resulted in temperatures dropping well into the 20's in some spots. The cold temperatures damaged early season vine crops including berries and grapes. Agricultural damages from the two-night freezes were estimated near $5 million. Specific temperatures reached included:  Little Valley, Cattaraugus County, 24; Andover, Allegany County, 24; Fillmore, Allegany County, 27; Java, Wyoming County, 28; Frewsburg, Chautauqua County, 28;Springville, Southern Erie County 28; Orchard Park, Erie County, 29; Bethany, Genesee County, 29; Dansville, Livingston County, 29; Turin, Lewis County, 30; Warsaw, Wyoming County, 30; Nunda, Livingston County, 31 and Canandaigua, Ontario County, 31.EVENT NARRATIVE: ",762260
